atleast, >d, done_percent, <ep, learning_curve, <np, nprod, optimism, pomposity, productivity_exp, productivity_new, r, to, ts, >dom, !klass
..9.88,48.33,..9.99,1.85,33.61..64.18,11.15,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.64,..0.97
..9.88,48.33,..9.99,3.15,33.61..64.18,9.85,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.7,..0.97
..9.88,48.33,..9.99,7.13,33.61..64.18,5.87,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.68,..0.97
..9.88,48.33,..9.99,4.29,33.61..64.18,8.71,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.72,..0.97
..9.88,48.33,..9.99,3.85,33.61..64.18,9.15,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.72,..0.97
..9.88,48.33,..9.99,6.99,33.61..64.18,6.01,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.64,..0.97
..9.88,48.33,..9.99,1.29,33.61..64.18,11.71,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.64,..0.97
..9.88,48.33,..9.99,6.84,33.61..64.18,6.16,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.71,..0.97
..9.88,48.33,..9.99,5.11,33.61..64.18,7.89,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.72,..0.97
..9.88,48.33,..9.99,4.5,33.61..64.18,8.5,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.76,..0.97
..9.88,48.33,..9.99,2.12,33.61..64.18,10.88,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.67,..0.97
..9.88,48.33,..9.99,5.85,33.61..64.18,7.15,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.79,..0.97
..9.88,48.33,..9.99,3.39,33.61..64.18,9.61,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.74,..0.97
..9.88,48.33,..9.99,2.65,33.61..64.18,10.35,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.68,..0.97
..9.88,48.33,..9.99,5.49,33.61..64.18,7.51,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.76,..0.97
..9.88,48.33,..9.99,5.67,33.61..64.18,7.33,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.68,..0.97
..9.88,48.33,..9.99,4.91,33.61..64.18,8.09,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.75,..0.97
..9.88,48.33,..9.99,2.9,33.61..64.18,10.1,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.64,..0.97
..9.88,48.33,..9.99,6.68,33.61..64.18,6.32,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.62,..0.97
..9.88,48.33,..9.99,6.2,33.61..64.18,6.8,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.71,..0.97
..9.88,48.33,..9.99,6.36,33.61..64.18,6.64,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.71,..0.97
..9.88,48.33,..9.99,5.3,33.61..64.18,7.7,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.68,..0.97
..9.88,0.54,..9.99,1,33.61..64.18,12,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.23,..0.97
..9.88,48.33,..9.99,7.13,33.61..64.18,5.87,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.71,..0.97
..9.88,48.33,..9.99,4.07,33.61..64.18,8.93,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.63,..0.97
..9.88,48.33,..9.99,6.03,33.61..64.18,6.97,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.59,..0.97
..9.88,48.33,..9.99,1.57,33.61..64.18,11.43,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.69,..0.97
..9.88,48.33,..9.99,4.71,33.61..64.18,8.29,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.76,..0.97
..9.88,48.33,..9.99,3.62,33.61..64.18,9.38,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.66,..0.97
..9.88,48.33,..9.99,2.39,33.61..64.18,10.61,8.89..9.5,..99.92,26.78..,2.38..,..0.25,236.03..817.08,47.82..63.02,88.54..,0.67,..0.97
..9.88,8.75,..9.99,13.11,24.27..33.44,13.89,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,8.75,..9.99,19.37,24.27..33.44,7.63,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.05,..0.97
..9.88,8.75,..9.99,14.84,24.27..33.44,12.16,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,8.75,..9.99,11.14,24.27..33.44,15.86,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.04,..0.97
..9.88,8.75,..9.99,16.36,24.27..33.44,10.64,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.06,..0.97
..9.88,8.75,..9.99,17.69,24.27..33.44,9.31,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,0.47,..9.99,7,24.27..33.44,20,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.03,..0.97
..9.88,8.75,..9.99,17.99,24.27..33.44,9.01,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.07,..0.97
..9.88,8.75,..9.99,18.29,24.27..33.44,8.71,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.07,..0.97
..9.88,8.75,..9.99,12.16,24.27..33.44,14.84,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,8.75,..9.99,8.88,24.27..33.44,18.12,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.05,..0.97
..9.88,8.75,..9.99,17.04,24.27..33.44,9.96,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.03,..0.97
..9.88,8.75,..9.99,16,24.27..33.44,11,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.04,..0.97
..9.88,8.75,..9.99,8.27,24.27..33.44,18.73,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.06,..0.97
..9.88,8.75,..9.99,19.37,24.27..33.44,7.63,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.05,..0.97
..9.88,8.75,..9.99,13.57,24.27..33.44,13.43,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.05,..0.97
..9.88,8.75,..9.99,16.71,24.27..33.44,10.29,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.03,..0.97
..9.88,8.75,..9.99,10.6,24.27..33.44,16.4,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.04,..0.97
..9.88,8.75,..9.99,7.63,24.27..33.44,19.37,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.02,..0.97
..9.88,8.75,..9.99,19.11,24.27..33.44,7.89,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.11,..0.97
..9.88,8.75,..9.99,14.43,24.27..33.44,12.57,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,8.75,..9.99,10.05,24.27..33.44,16.95,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.06,..0.97
..9.88,8.75,..9.99,18.57,24.27..33.44,8.43,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.07,..0.97
..9.88,8.75,..9.99,11.66,24.27..33.44,15.34,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.02,..0.97
..9.88,8.75,..9.99,18.85,24.27..33.44,8.15,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,8.75,..9.99,15.24,24.27..33.44,11.76,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.1,..0.97
..9.88,8.75,..9.99,12.64,24.27..33.44,14.36,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,8.75,..9.99,17.37,24.27..33.44,9.63,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.1,..0.97
..9.88,8.75,..9.99,14.01,24.27..33.44,12.99,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.06,..0.97
..9.88,8.75,..9.99,9.47,24.27..33.44,17.53,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,8.75,..9.99,15.63,24.27..33.44,11.37,..1.65,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,88.54..,0.08,..0.97
..9.88,0.7,..9.99,6,33.61..64.18,16,2.4..4.27,..99.92,26.78..,2.38..,0.42..0.43,236.03..817.08,10.82..27.53,88.54..,0.15,..0.97
..9.88,100,..9.99,6.38,33.61..64.18,15.62,2.4..4.27,..99.92,26.78..,2.38..,0.42..0.43,236.03..817.08,10.82..27.53,88.54..,0.87,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.57,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.61,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.64,..0.97
..9.88,61.37,..9.99,19.89,..10.66,0.11,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.56,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.64,..0.97
..9.88,61.37,..9.99,20.55,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.63,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.55,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.55,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.56,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.59,..0.97
..9.88,61.37,..9.99,8.61,..10.66,11.39,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.56,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.66,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.62,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.54,..0.97
..9.88,0.39,..9.99,3,..10.66,17,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.11,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.59,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.53,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.59,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.51,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.52,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.58,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.6,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.65,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.67,..0.97
..9.88,61.37,..9.99,14.22,..10.66,5.78,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.61,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.54,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.57,..0.97
..9.88,61.37,..9.99,17.98,..10.66,2.02,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.62,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.62,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.46,..0.97
..9.88,61.37,..9.99,20.59,..10.66,0,4.32..8.09,..99.92,9.54..22.13,2.38..,0.25..0.41,822.37..,36.85..44.64,88.54..,0.52,..0.97
..9.88,100,..9.99,3.85,10.66..21.69,27.15,9.5..,..99.92,26.78..,2.38..,0.9..,236.03..817.08,10.82..27.53,88.54..,0.6,..0.97
..9.88,0.72,..9.99,2,10.66..21.69,29,9.5..,..99.92,26.78..,2.38..,0.9..,822.37..,10.82..27.53,88.54..,0.01,..0.97
..9.88,0.83,..9.99,6,24.27..33.44,19,8.89..9.5,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,63.4..87.12,88.54..,0.06,..0.97
..9.88,100,..9.99,6.78,24.27..33.44,18.22,8.89..9.5,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,63.4..87.12,88.54..,0.7,..0.97
..9.88,0.38,..9.99,1,77.07..,18,4.32..8.09,..99.92,9.54..22.13,2.38..,0.66..0.79,189.65..236.03,10.82..27.53,88.54..,0.12,..0.97
..9.88,100,..9.99,1.22,77.07..,17.78,4.32..8.09,..99.92,9.54..22.13,2.38..,0.66..0.79,..184.92,10.82..27.53,88.54..,0.84,..0.97
..9.88,100,..9.99,8.08,77.07..,7.92,8.89..9.5,..99.92,26.78..,..2.38,0.9..,189.65..236.03,27.53..36.85,88.54..,0.88,..0.97
..9.88,0.02,..9.99,8,77.07..,8,8.89..9.5,..99.92,26.78..,..2.38,0.9..,236.03..817.08,27.53..36.85,88.54..,0.16,..0.97
..9.88,0.46,..9.99,5,77.07..,18,2.4..4.27,..99.92,26.78..,2.38..,0.52..0.66,822.37..,47.82..63.02,88.54..,0.09,..0.97
..9.88,100,..9.99,5.2,77.07..,17.8,2.4..4.27,..99.92,26.78..,2.38..,0.52..0.66,822.37..,47.82..63.02,88.54..,0.81,..0.97
..9.88,0.51,..9.99,5,64.18..76.88,3,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.38,..0.97
..9.88,71.06,..9.99,6.03,64.18..76.88,1.97,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.93,..0.97
..9.88,71.06,..9.99,5.63,64.18..76.88,2.37,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.91,..0.97
..9.88,71.06,..9.99,5.8,64.18..76.88,2.2,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.91,..0.97
..9.88,71.06,..9.99,5.9,64.18..76.88,2.1,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.91,..0.97
..9.88,71.06,..9.99,5.22,64.18..76.88,2.78,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.96,..0.97
..9.88,71.06,..9.99,5.77,64.18..76.88,2.23,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.95,..0.97
..9.88,71.06,..9.99,5.97,64.18..76.88,2.03,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.92,..0.97
..9.88,71.06,..9.99,5.94,64.18..76.88,2.06,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.91,..0.97
..9.88,71.06,..9.99,5.47,64.18..76.88,2.53,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.94,..0.97
..9.88,71.06,..9.99,5.05,64.18..76.88,2.95,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.89,..0.97
..9.88,71.06,..9.99,5.18,64.18..76.88,2.82,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.9,..0.97
..9.88,71.06,..9.99,6.09,64.18..76.88,1.91,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.94,..0.97
..9.88,71.06,..9.99,5.87,64.18..76.88,2.13,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.91,..0.97
..9.88,71.06,..9.99,6,64.18..76.88,2,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.96,..0.97
..9.88,71.06,..9.99,5.35,64.18..76.88,2.65,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.92,..0.97
..9.88,71.06,..9.99,5.66,64.18..76.88,2.34,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.89,..0.97
..9.88,71.06,..9.99,5.73,64.18..76.88,2.27,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.88,..0.97
..9.88,71.06,..9.99,6.06,64.18..76.88,1.94,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.95,..0.97
..9.88,71.06,..9.99,5.09,64.18..76.88,2.91,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.9,..0.97
..9.88,71.06,..9.99,6.09,64.18..76.88,1.91,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.98,0.97..1
..9.88,71.06,..9.99,5.14,64.18..76.88,2.86,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.92,..0.97
..9.88,71.06,..9.99,5.31,64.18..76.88,2.69,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.91,..0.97
..9.88,71.06,..9.99,5.7,64.18..76.88,2.3,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.95,..0.97
..9.88,71.06,..9.99,5.59,64.18..76.88,2.41,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.93,..0.97
..9.88,71.06,..9.99,5.39,64.18..76.88,2.61,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.89,..0.97
..9.88,71.06,..9.99,5.27,64.18..76.88,2.73,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.93,..0.97
..9.88,71.06,..9.99,5.43,64.18..76.88,2.57,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.88,..0.97
..9.88,71.06,..9.99,5.55,64.18..76.88,2.45,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.95,..0.97
..9.88,71.06,..9.99,5.51,64.18..76.88,2.49,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.93,..0.97
..9.88,71.06,..9.99,5.84,64.18..76.88,2.16,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,88.54..,0.92,..0.97
..9.88,20.52,..9.99,2.85,77.07..,2.15,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.68,..0.97
..9.88,20.52,..9.99,2.48,77.07..,2.52,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.73,..0.97
..9.88,20.52,..9.99,2.5,77.07..,2.5,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.71,..0.97
..9.88,20.52,..9.99,2.45,77.07..,2.55,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.67,..0.97
..9.88,20.52,..9.99,2.75,77.07..,2.25,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.65,..0.97
..9.88,20.52,..9.99,2.56,77.07..,2.44,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.62,..0.97
..9.88,20.52,..9.99,2.7,77.07..,2.3,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.76,..0.97
..9.88,20.52,..9.99,2.42,77.07..,2.58,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.7,..0.97
..9.88,20.52,..9.99,2.1,77.07..,2.9,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.66,..0.97
..9.88,20.52,..9.99,2.53,77.07..,2.47,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.72,..0.97
..9.88,0.96,..9.99,2,77.07..,3,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.36,..0.97
..9.88,20.52,..9.99,2.13,77.07..,2.87,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.62,..0.97
..9.88,20.52,..9.99,2.39,77.07..,2.61,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.65,..0.97
..9.88,20.52,..9.99,2.78,77.07..,2.22,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.63,..0.97
..9.88,20.52,..9.99,2.07,77.07..,2.93,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.57,..0.97
..9.88,20.52,..9.99,2.83,77.07..,2.17,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.62,..0.97
..9.88,20.52,..9.99,2.33,77.07..,2.67,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.66,..0.97
..9.88,20.52,..9.99,2.23,77.07..,2.77,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.64,..0.97
..9.88,20.52,..9.99,2.67,77.07..,2.33,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.61,..0.97
..9.88,20.52,..9.99,2.64,77.07..,2.36,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.65,..0.97
..9.88,20.52,..9.99,2.62,77.07..,2.38,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.69,..0.97
..9.88,20.52,..9.99,2.17,77.07..,2.83,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.72,..0.97
..9.88,20.52,..9.99,2.72,77.07..,2.28,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.66,..0.97
..9.88,20.52,..9.99,2.59,77.07..,2.41,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.62,..0.97
..9.88,20.52,..9.99,2.36,77.07..,2.64,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.74,..0.97
..9.88,20.52,..9.99,2.2,77.07..,2.8,..1.65,..99.92,26.78..,2.38..,..0.25,236.03..817.08,36.85..44.64,88.54..,0.73,..0.97
